23_em_52	2 p
KME2G3_28_sub_96	[ b ^ { x } \{ ( \frac { a } { b } ) ^ { x } + 1 \} ] ^ { \frac { 1 } { x } }
formulaire032-equation000	( ( 2 + 1 2 0 ) / ( 4 5 \times 1 0 0 ) ) \times 1 8 1 \geq 4
MfrDB3370	F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 2 1
200926-1617-106	\frac { k + i n } { \gamma - u }
MfrDB0375	2 ^ { x } = 5 0 x
formulaire025-equation038	\sum \limits _ { i = 1 } ^ { 3 6 } i = 6 6 6
formulaire018-equation036	f ( x ) = ( 1 + x ) ^ { - 1 }
formulaire033-equation056	\frac { d } { d x } f ( x ) = f ( x ) ( 1 - f ( x ) )
formulaire029-equation025	1 7 7 + 1 5 3 - 1 7 2 \leq 1 5 8
TrainData2_25_sub_6	x _ { i } - x _ { i + 1 } + x _ { i + 2 }
formulaire028-equation072	x = t ^ { 3 }
200922-949-87	\frac { \cdots - g + M } { \int \int b d R d H } N
2009212-952-26	a + \frac { \sqrt { b + c } } { 2 }
formulaire016-equation019	g _ { i j } = - a ^ { 2 } ( t ) \gamma _ { i j }
85_david	( a \frac { 1 - t ^ { 2 } } { 1 + t ^ { 2 } } , \frac { 2 b t } { 1 + t ^ { 2 } } )
MfrDB0006	\sum \limits _ { n } x ^ { 2 } ( t ) = \frac { \sum \limits _ { n } | X ( f ) | ^ { 2 } } { n }
95_rosario	b = c \sin B = c \cos A
formulaire028-equation013	x _ { i } \neq 0
formulaire029-equation071	y = a - b \cos ( \theta )
formulaire002-equation003	X ^ { 3 } - \sqrt { 7 } X ^ { 2 } - 7 X - \sqrt { 7 } = 0
MfrDB3128	( 1 + x ) ^ { r } \geq 1 + r x
MfrDB3219	f ( x , y ) = f _ { 1 } ( x y ) + f _ { 2 } ( \frac { x } { y } )
MfrDB3384	3 a ^ { 2 } b ^ { 3 } + 5 a ^ { 3 } b ^ { 2 } - \frac { a ^ { 5 } b ^ { 8 } } { 2 }
MfrDB1305	t g 2 x = \frac { 2 \cdot t g x } { 1 - t g ^ { 2 } x }
MfrDB1846	a _ { n } = a _ { 1 } \cdot q ^ { n - 1 }
formulaire029-equation001	- \sin x
formulaire026-equation055	1 5 1 \times 1 4 8 \leq 2 2 3 4 8
MfrDB0118	E = \frac { n ^ { 2 } h ^ { 2 } } { 8 m L ^ { 2 } }
formulaire017-equation016	y = \frac { - 1 - 4 x } { 2 }
200923-131-26	a + \frac { \sqrt { b + c } } { 2 }
MfrDB1827	\frac { 5 } { x + 1 } + \frac { 5 } { x ^ { 2 } + x }
formulaire031-equation052	1 + \log _ { k } ( \frac { k + 1 } { 2 } )
200923-1253-19	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }
MfrDB2927	x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }
MfrDB0870	\frac { 3 ^ { 2 } } { x } = \sqrt { 1 6 }
formulaire030-equation040	1 4 3 \div 1 7 8 \geq 0
formulaire019-equation031	\frac { 1 } { 1 - a z ^ { - 1 } }
109_herbert	\sqrt [ x ] { \frac { a } { b } } = \frac { \sqrt [ x ] { a } } { \sqrt [ x ] { b } }
101_carlos	S = ( \sum \limits _ { i = 1 } ^ { n } \theta _ { i } - ( n - 2 ) \pi ) r ^ { 2 }
TrainData2_25_sub_63	\frac { 1 } { a } F ( a x + b ) + C
TrainData2_7_sub_29	x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
MfrDB3122	3 a ^ { 2 } b ^ { 3 } + 5 a ^ { 3 } b ^ { 2 } - \frac { a ^ { 5 } b ^ { 8 } } { 2 }
TrainData1_3_sub_28	( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } ) ( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } ) = x
KME2G3_14_sub_28	z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
KME2G3_13_sub_74	\int \limits _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t
MfrDB3032	h ( x , y ) = x ^ { y + \frac { 1 } { y } }
KME2G3_3_sub_81	\pi \int \limits _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
TrainData2_0_sub_39	\sin x - \sin y - \sin ( x - y )
107_hirata	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )
TrainData1_8_sub_9	\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
formulaire030-equation004	f ( y ) - f ( x ) = \int \limits _ { x } ^ { y } g ( t ) d t
200923-1553-6	\sum \limits _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x )
formulaire035-equation066	x ^ { - 1 } = \frac { 1 } { x }
formulaire023-equation056	n ( n + 1 + \alpha + \beta )
200923-1254-0	\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1
MfrDB1875	F _ { g } = k \cdot \frac { m \cdot M _ { z } } { r ^ { 2 } }
107_leo	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )
formulaire026-equation033	a c x ^ { c - 1 }
MfrDB1950	\int \limits _ { 0 } ^ { \infty } \frac { \sin ^ { 2 } x } { x ^ { 2 } } d x = \frac { \pi } { 2 }
MfrDB1982	F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 2 1
2009212-952-18	a ^ { x } + b ^ { x } + \frac { c } { 2 }
TrainData2_10_sub_39	\sin x - \sin y - \sin ( x - y )
2009210-947-18	a ^ { x } + b ^ { x } + \frac { c } { 2 }
MfrDB1289	\lim \limits _ { n \rightarrow \infty } x _ { n } = L
formulaire032-equation072	1 = \frac { p e ^ { \frac { p } { q } } } { q }
200923-1556-239	\frac { R } { \frac { n } { n } }
MfrDB0008	\sqrt { \frac { \sum \limits _ { i = 1 } ^ { n } x _ { i } ^ { 2 } } { n } } \geq \frac { \sum \limits _ { i = 1 } ^ { n } x _ { i } } { n }
TrainData2_1_sub_63	\frac { 1 } { a } F ( a x + b ) + C
MfrDB2877	\int \limits _ { 0 } ^ { \infty } \sqrt { x } e ^ { - x } d x = \frac { 1 } { 2 } \sqrt { \pi }
MfrDB2645	\lim \limits _ { n \rightarrow \infty } ( \sqrt { n + 2 } - \sqrt { n + 1 } ) = 0
MfrDB3069	\lim \limits _ { x \rightarrow c } f ( x ) = f ( c )
200923-1556-204	- v - \sqrt { z B } ^ { t } i _ { n q k }
130_leissi	\frac { 1 } { 4 } + ( \frac { 1 } { 4 } ) ^ { 2 } + ( \frac { 1 } { 4 } ) ^ { 3 } + \cdots = \frac { 1 } { 3 }
MfrDB1932	A ( x ) = \frac { 1 } { x } + \frac { 1 } { x ^ { 2 } } + B ( x )
2009213-139-32	a x ^ { 4 } + b x + c = 0
formulaire003-equation020	1 9 \times 7 \leq 1 3 3
2009212-952-32	a x ^ { 4 } + b x + c = 0
formulaire038-equation005	( 1 3 5 \times ( 1 6 8 \div 1 4 9 ) ) + 6 7 = 2 1 9 . 2 1
formulaire030-equation005	1 4 8 \times 1 3 3 \leq 1 9 6 8 4
formulaire033-equation043	( x - a ) ^ { 2 } + ( y - b ) ^ { 2 } = r ^ { 2 }
TrainData2_26_sub_46	\lim \limits _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
200924-1312-95	\sin a _ { S }
107_jorge	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )
MfrDB1912	t g 2 x = \frac { 2 \cdot t g x } { 1 - t g ^ { 2 } x }
MfrDB1870	t = \frac { t _ { 0 } } { \sqrt { 1 - \frac { v ^ { 2 } } { c ^ { 2 } } } }
formulaire014-equation020	1 0 3 \pm ( 6 7 \div 1 7 5 ) \times 1 5 3
formulaire003-equation009	w = x + i y
107_alfonso	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )
formulaire015-equation031	e ^ { - z } = \cos ( z ) - \sin ( z )
200923-1253-156	\frac { \cdots - H } { V \sum T }
2009220-1327-2	\int e ^ { x ^ { 2 } } x ^ { 3 } d x
formulaire030-equation038	\sum \limits _ { k = 1 } ^ { n } c _ { k } ^ { s } = 1
formulaire002-equation001	\gamma = 1 + \frac { 1 } { n }
MfrDB0049	( a + b ) ^ { 3 } = a ^ { 3 } + 3 a ^ { 2 } b + 3 a b ^ { 2 } + b ^ { 3 }
MfrDB3203	\lim \limits _ { n \rightarrow \infty } \frac { n ! } { \sqrt { 2 \pi n } ( \frac { n } { e } ) } = 1
TrainData1_2_sub_9	\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
KME2G3_25_sub_96	[ b ^ { x } \{ ( \frac { a } { b } ) ^ { x } + 1 \} ] ^ { \frac { 1 } { x } }
formulaire011-equation017	h _ { 2 } = \frac { f _ { 2 } } { f }
MfrDB3261	\lim \limits _ { n \rightarrow \infty } \frac { 1 } { n ^ { p } } = 0
formulaire020-equation022	\lim \limits _ { n \rightarrow + \infty } u _ { n }
formulaire030-equation020	5 / ( 3 7 + 3 6 + 8 ) = 0 . 0 6
109_silas	\sqrt [ x ] { \frac { a } { b } } = \frac { \sqrt [ x ] { a } } { \sqrt [ x ] { b } }
formulaire025-equation042	y _ { p } = x _ { n _ { p } }
formulaire005-equation004	t ^ { 5 } + t - a
200922-949-18	a ^ { x } + b ^ { x } + \frac { c } { 2 }
MfrDB2447	F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 2 1
formulaire012-equation040	1 4 \pm 1 7 3 + 8 6 - 6 1 + 1 7 8
200923-1254-18	a ^ { x } + b ^ { x } + \frac { c } { 2 }
MfrDB3136	\frac { 3 x + y } { z } = ( \frac { A - 1 } { x ^ { 2 } + y ^ { 2 } } )
MfrDB1742	\sin x = \sin ( x + 2 \pi k )
formulaire016-equation068	y = a x + b
MfrDB1510	| \sin z | = \sqrt { 1 - \cos ^ { 2 } z }
TrainData1_8_sub_28	( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } ) ( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } ) = x
formulaire011-equation006	3 \times 4 \times 5 \times 6 = 3 6 0
82_carlos	q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C }
KME1G3_8_sub_21	A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
KME2G3_7_sub_35	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
TrainData1_6_sub_21	A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
TrainData2_2_sub_33	\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
MfrDB2996	\lim \limits _ { x \rightarrow c } f ( x ) = f ( c )
formulaire006-equation005	3 0 - 1 8 0 + 7 0 \neq 2 9 4
formulaire003-equation021	y = \frac { 1 } { x ^ { 2 } + 1 }
MfrDB3523	\int \limits _ { 0 } ^ { \infty } \sqrt { x } e ^ { - x } d x = \frac { 1 } { 2 } \sqrt { \pi }
200923-1253-13	\sqrt { 1 + \sqrt { 1 + z ^ { 2 } } }
200923-131-32	a x ^ { 4 } + b x + c = 0
MfrDB3368	\lim \limits _ { n \rightarrow \infty } | x _ { n + 1 } - x _ { n } |
MfrDB3075	\sqrt [ n ] { \frac { n + 1 } { ( n - 1 ) ^ { 2 } } }
KME2G3_0_sub_30	\sum \limits _ { i = 2 n + 3 m } ^ { 1 0 } i x
130_bruno	\frac { 1 } { 4 } + ( \frac { 1 } { 4 } ) ^ { 2 } + ( \frac { 1 } { 4 } ) ^ { 3 } + \cdots = \frac { 1 } { 3 }
formulaire011-equation035	3 6 - 7 3 + 1 7 5 \leq 1 3 8
TrainData2_4_sub_15	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )
200925-1126-147	\frac { \sigma + Y } { n j }
2009220-1327-44	\sin ( \frac { \pi } { 4 } ) = \frac { 1 } { \sqrt { 2 } }
MfrDB3482	\sum \limits _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )
2009213-139-127	- z + \frac { S } { \alpha }
MfrDB0100	y ^ { 2 } = x ^ { 3 } + a x + b
formulaire008-equation029	x = e ^ { u }
MfrDB1871	s = s _ { 0 } t + \frac { 1 } { 2 } a t ^ { 2 }
formulaire029-equation026	\int \limits _ { a } ^ { b } x + z d z
MfrDB1733	\lim \limits _ { n \rightarrow \infty } | x _ { n + 1 } - x _ { n } |
MfrDB2007	\frac { ( x + 3 ) ( x - 5 ) } { 3 ( x - 1 ) } > 0
MfrDB2984	\lim \limits _ { n \rightarrow \infty } \frac { 1 } { n ^ { p } } = 0
KME2G3_14_sub_35	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
formulaire017-equation008	x = \frac { 7 \times 8 } { 5 }
MfrDB3186	h ( x , y ) = x ^ { y + \frac { 1 } { y } }
MfrDB2001	A ( x ) = \frac { 1 } { x } + \frac { 1 } { x ^ { 2 } } + B ( x )
MfrDB3822	\frac { ( | a | - | b | ) ^ { 2 } } { | a - b | }
MfrDB3160	\sum \limits _ { n = 1 } ^ { \infty } ( \frac { \sum \limits _ { i = 1 } ^ { n } a _ { i } } { n } ) ^ { p } < ( \frac { p } { p - 1 } ) ^ { p } \sum \limits _ { n = 1 } ^ { \infty } a _ { n } ^ { p }
MfrDB2820	\frac { \sin x } { \cos x } = t g x
formulaire010-equation047	f ( x h x ^ { - 1 } ) = f ( x ) f ( x ^ { - 1 } )
200924-1312-240	\sum \limits _ { L = c } ^ { \sqrt { f } } \cdots + \int o d m
MfrDB1125	\sum \limits _ { k = 0 } ^ { 1 2 7 } ( k + 2 k ^ { 2 } )
KME2G3_0_sub_35	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
MfrDB0004	\sum \limits _ { n = 0 } ^ { \infty } \frac { 1 } { n ! } = e
formulaire030-equation046	- f ( x ) g ( x _ { 0 } ) + g ( x _ { 0 } ) f ( x )
TrainData1_6_sub_9	\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
MfrDB1837	\frac { 5 x - 7 } { 3 } \leq 2 x + 5
KME2G3_12_sub_30	\sum \limits _ { i = 2 n + 3 m } ^ { 1 0 } i x
107_daniel	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )
MfrDB1316	A ( x ) = \frac { 1 } { x } + \frac { 1 } { x ^ { 2 } } + B ( x )
MfrDB2928	( x + 1 ) ^ { n + 1 } = ( x + 1 ) ( x + 1 ) ^ { n }
formulaire008-equation063	y + 1 6 = x
KME2G3_9_sub_30	\sum \limits _ { i = 2 n + 3 m } ^ { 1 0 } i x
MfrDB1901	\frac { 5 x - 7 } { 3 } \leq 2 x + 5
KME2G3_25_sub_81	\pi \int \limits _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d y
formulaire039-equation024	4 l ^ { 2 } ( 1 + \sqrt { 2 } ) ( 1 + \sqrt { 4 - 2 \sqrt { 2 } } )
KME2G3_18_sub_26	x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
formulaire016-equation058	\frac { 7 5 0 } { 2 7 7 0 6 }
KME2G3_17_sub_26	x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
TrainData2_19_sub_73	\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
2009213-137-32	a x ^ { 4 } + b x + c = 0
200922-1017-55	\frac { 1 } { \sin ( x ) + 1 }
TrainData1_2_sub_5	e ^ { i \pi } + 1 = 0
MfrDB3065	h ( x , y ) = x ^ { y + \frac { 1 } { y } }
107_david	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )
MfrDB3381	x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }
KME2G3_23_sub_35	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
formulaire013-equation073	b ^ { 2 } - 4 a c
MfrDB0420	4 4 + f = 5 5 + x + y
MfrDB3042	\lim \limits _ { n \rightarrow \infty } ( x _ { n } / y _ { n } ) = L _ { 1 } / L _ { 2 }
2009220-1327-24	\int e ^ { - z ^ { 2 } } d z = e r f ( z )
formulaire001-equation060	4 2 - 8 5 - 1 8 \geq - 2 5
formulaire023-equation003	Y = X + a
formulaire015-equation065	( 1 2 0 - 6 9 ) - ( ( 1 7 1 + 6 0 ) \times ( 2 4 / 9 7 ) ) \neq 0
formulaire027-equation059	a ^ { o p } b ^ { o p } = b a
200922-947-61	k ^ { 3 } + 1 4 k ^ { 2 } - 1 3 2 k + 1 7 8 9
MfrDB3301	g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }
MfrDB2963	( \frac { 1 } { m ^ { 2 } } - \frac { 3 m } { n } + \frac { 2 } { m n } )
82_Nina	q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C }
formulaire023-equation067	p _ { 0 } , p _ { 1 } \ldots
formulaire026-equation004	p ^ { 2 } + 6 p + 5 = 0
MfrDB0018	\sqrt { \frac { x - 3 } { 2 } } + 2 1 ^ { x } = g ( x )
MfrDB3326	s _ { n } = \sum \limits _ { k = 1 } ^ { n } a _ { k }
95_user0	b = c \sin B = c \cos A
200926-1617-24	\int e ^ { - z ^ { 2 } } d z = e r f ( z )
MfrDB1529	x ^ { 2 } - x - 6 < 0
formulaire007-equation009	\lim \limits _ { t \rightarrow t _ { 0 } } y ( t ) = + \infty
2009220-1327-32	a x ^ { 4 } + b x + c = 0
MfrDB3375	| a + i b | = \sqrt { x ^ { 2 } + y ^ { 2 } }
formulaire027-equation040	1 0 3 \pm 1 4 4 + 1 1 3 + 2 7
MfrDB1740	F ( x , y , z ) = G ( x , y ) + H ( y , z ) + 2 1
TrainData2_26_sub_33	\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
KME2G3_13_sub_35	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
200922-1017-0	\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1
200926-1617-1	\int \limits _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z
formulaire010-equation065	2 4 - 1 5 1 = - 1 2 7
formulaire008-equation027	f ( x , y ) = \sqrt { x ^ { 2 } + y ^ { 2 } }
2009213-137-184	- q _ { \mu } + \frac { B } { \frac { R } { \pi ^ { y } } }
MfrDB2352	t g 2 x = \frac { 2 \cdot t g x } { 1 - t g ^ { 2 } x }
formulaire031-equation010	6 5 + ( 1 4 0 \times 1 8 1 ) = 2 5 4 0 5
formulaire033-equation049	( x _ { 2 } , y _ { 2 } , z _ { 2 } , t _ { 2 } )
200923-1254-230	- Y - \frac { M } { i }
formulaire036-equation066	\sum \limits _ { i = 1 } ^ { n } \alpha _ { i } ^ { 2 } = 1
MfrDB3157	( x + 1 ) ^ { n + 1 } = ( x + 1 ) ( x + 1 ) ^ { n }
MfrDB1279	t = \frac { t _ { 0 } } { \sqrt { 1 - \frac { v ^ { 2 } } { c ^ { 2 } } } }
200922-949-182	r _ { T } + E m
TrainData2_20_sub_63	\frac { 1 } { a } F ( a x + b ) + C
MfrDB2207	\frac { ( x + 3 ) ( x - 5 ) } { 3 ( x - 1 ) } > 0
118_lucelia	P ( x ) = \sum \limits _ { i = 0 } ^ { n } a _ { j } x ^ { j }
MfrDB0027	f ( g ( x , y ) , z ) = x ^ { 2 } - y + z
formulaire024-equation072	q _ { 1 } + q _ { 2 } + q _ { 3 } = 1
formulaire023-equation042	e = \frac { ( 1 - j ) } { 2 }
TrainData2_16_sub_11	\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
MfrDB1527	x < \frac { c - b } { a }
KME1G3_7_sub_10	\int \limits _ { a } ^ { b } \frac { \sqrt { x } } { 2 } d x
117_rosario	y ^ { 2 } \pm \sqrt { u - p } ( y - \frac { q } { 2 ( u - p ) } ) + \frac { u } { 2 } = 0
formulaire037-equation001	\beta ( 3 ) = \frac { \pi ^ { 3 } } { 3 2 }
formulaire014-equation055	3 0 \pm ( ( 1 6 5 \div 5 ) - 1 1 1 ) + 1 6 6
2009213-137-1	\int \limits _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z
KME2G3_30_sub_74	\int \limits _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t
TrainData1_2_sub_28	( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } ) ( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } ) = x
200923-1556-1	\int \limits _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z
formulaire016-equation035	9 1 + ( ( 1 4 7 / 1 1 5 ) \times 9 7 ) \leq 2 1 5
formulaire023-equation044	( n + 1 ) \times ( m + 1 )
MfrDB3149	x _ { 1 } = \frac { ( 1 - \frac { 2 } { \sqrt { N - 1 } } ) N } { L }
200922-949-242	\sqrt { 2 } ^ { a - t ^ { v ^ { k } ( R ) } }
2009220-1327-38	\frac { 4 } { 3 } \pi r ^ { 3 }
200922-947-72	\sqrt { 1 + \sqrt { 1 + \sqrt { 1 + \sqrt { x } } } }
118_david	P ( x ) = \sum \limits _ { i = 0 } ^ { n } a _ { j } x ^ { j }
TrainData1_5_sub_5	e ^ { i \pi } + 1 = 0
formulaire024-equation037	\frac { t _ { k + 1 } } { t _ { k } }
formulaire021-equation060	9 3 + 6 2 + 7 9 \neq - 1 2 6
200923-1556-55	\frac { 1 } { \sin ( x ) + 1 }
MfrDB2440	\lim \limits _ { x \rightarrow 0 } \frac { 1 - \cos x } { x } = 0
formulaire019-equation026	a ^ { 2 } + b ^ { 2 } = c ^ { 2 }
200924-1312-168	\sqrt { - \sum 1 + j - \frac { s } { \theta - G } }
200926-1550-18	a ^ { x } + b ^ { x } + \frac { c } { 2 }
TrainData2_26_sub_39	\sin x - \sin y - \sin ( x - y )
MfrDB3532	( 1 + x ) ^ { n } = \sum \limits _ { k = 0 } ^ { \infty } n k x ^ { k }
formulaire019-equation065	( 5 8 / 8 8 ) \times 1 9 0 \neq - 1 0 5
200923-1251-30	\frac { - b + \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
MfrDB3010	\lim \limits _ { n \rightarrow \infty } \frac { 1 } { n ^ { p } } = 0
200926-1617-87	\frac { \pi } { x l }
2009213-139-105	j - o - 6 = 5 . 4
MfrDB2966	3 a ^ { 2 } b ^ { 3 } + 5 a ^ { 3 } b ^ { 2 } - \frac { a ^ { 5 } b ^ { 8 } } { 2 }
TrainData2_11_sub_33	\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
76_leo	a = b \cos C + c \cos B
formulaire002-equation035	4 \div 1 8 2 = 0 . 0 2
formulaire025-equation047	\lim \limits _ { x \rightarrow a } f ( x ) = l
formulaire012-equation047	\frac { f _ { n } ( u ) + f _ { n } ( v ) } { 2 }
KME2G3_29_sub_35	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
formulaire035-equation029	X _ { 0 } , \ldots , X _ { n }
200923-1254-240	\frac { \Delta + \sum S } { \sqrt { S } }
TrainData2_7_sub_17	x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
MfrDB3038	\frac { 1 } { n ^ { 2 } } \leq \frac { 1 } { n - 1 } - \frac { 1 } { n }
200925-1126-0	\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1
KME2G3_3_sub_74	\int \limits _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t
formulaire029-equation029	\lim ( u _ { n } ) = - \infty
TrainData2_10_sub_17	x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
formulaire008-equation045	1 0 2 + 7 2 \geq 1 7 3
200923-1556-38	\frac { 4 } { 3 } \pi r ^ { 3 }
formulaire026-equation015	2 5 \times 1 0 0 \geq 2 4 9 9
75_jorge	c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C
MfrDB3170	( \frac { 1 + x ^ { 2 } } { 1 + y ^ { 2 } } ) ^ { t } \leq 2 ^ { | t | } ( 1 + ( x - y ) ^ { 2 } ) ^ { | t | }
KME1G3_4_sub_21	A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
TrainData1_3_sub_21	A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
MfrDB1509	1 + \tan ^ { 2 } y = \frac { 1 } { \cos ^ { 2 } y }
KME1G3_6_sub_21	A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
TrainData2_18_sub_33	\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
95_david	b = c \sin B = c \cos A
formulaire035-equation000	1 8 7 \pm ( 1 5 3 \times ( 4 0 - 4 1 ) ) - ( 7 6 \times 1 6 2 )
MfrDB2388	\frac { 5 } { x + 1 } + \frac { 5 } { x ^ { 2 } + x }
formulaire038-equation067	f ( u , v , w ) = f ( u , w , v )
TrainData2_15_sub_17	x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
MfrDB1952	\int \limits _ { 0 } ^ { 1 } \frac { x ^ { 3 } } { e ^ { x } - 1 } d x = \frac { \pi ^ { 4 } } { 1 5 }
formulaire037-equation025	1 9 \pm 7 1 / ( ( 1 8 1 - 1 0 8 ) \times 7 2 )
200925-1126-1	\int \limits _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z
TrainData2_0_sub_63	\frac { 1 } { a } F ( a x + b ) + C
formulaire021-equation068	( x ^ { 2 } + 1 ) ( x + 1 ) ( x - 1 ) ^ { 2 } = 0
MfrDB2740	\lim \limits _ { n \rightarrow \infty } n \frac { 1 } { n } = 1
MfrDB2136	s = s _ { 0 } t + \frac { 1 } { 2 } a t ^ { 2 }
formulaire035-equation008	z = r ( \cos \theta + i \sin \theta )
formulaire035-equation073	z = r ( \cos \theta + i \sin \theta )
formulaire011-equation060	( 1 4 3 - 1 3 5 - 1 9 1 ) / 5 3 \neq 1
101_caue	S = ( \sum \limits _ { i = 1 } ^ { n } \theta _ { i } - ( n - 2 ) \pi ) r ^ { 2 }
formulaire010-equation020	1 8 6 \pm ( 1 6 6 / ( 5 0 + 1 3 7 ) ) \times 7 8
MfrDB1533	f ^ { \prime } ( x ) = \frac { 1 } { 2 \sqrt { x } }
TrainData1_1_sub_5	e ^ { i \pi } + 1 = 0
TrainData2_23_sub_6	x _ { i } - x _ { i + 1 } + x _ { i + 2 }
formulaire012-equation031	a \times 0 = 0 \times a = 0
formulaire025-equation029	0 , 1 2 3 4 \times 1 0 ^ { 5 6 }
KME2G3_20_sub_35	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
200923-1556-32	a x ^ { 4 } + b x + c = 0
MfrDB2916	\lim \limits _ { y \rightarrow \infty } y \sin ( \frac { c } { y } ) = c
MfrDB2934	\sum \limits _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )
MfrDB0325	\sum \limits _ { i = 1 } ^ { \infty } a _ { i } = 3
TrainData2_10_sub_33	\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
